cat,cat_lab,count,percentage,measure,n_responses,site,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1, 2, 3, 4, nan]","['Often', 'Sometimes', 'Rarely', 'Never', 'No response']","[192, 198, 195, 187, 28]","[24.0, 24.75, 24.375, 23.375, 3.5000000000000004]",climate,800.0,Northern Devon,All,All,All,All,climate,"
How often do you worry about the impact of climate change on your future?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[161, 136, 145, 125, 146, 87]","[20.125, 17.0, 18.125, 15.625, 18.25, 10.875]",social_along,800.0,Northern Devon,All,All,All,All,social,"
I get along with people around me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[143, 154, 166, 151, 145, 41]","[17.875, 19.25, 20.75, 18.875, 18.125, 5.125]",social_time,800.0,Northern Devon,All,All,All,All,social,"
People like to spend time with me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[134, 157, 147, 144, 120, 98]","[16.75, 19.625, 18.375, 18.0, 15.0, 12.25]",social_support,800.0,Northern Devon,All,All,All,All,social,"
I feel supported by my friends"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[144, 133, 136, 149, 139, 99]","[18.0, 16.625, 17.0, 18.625, 17.375, 12.375]",social_hard,800.0,Northern Devon,All,All,All,All,social,"
My friends care about me when times are hard (for example if I am sick or have
done something wrong)"
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[224, 195, 192, 182, 7]","[28.000000000000004, 24.375, 24.0, 22.75, 0.8750000000000001]",bully_physical,800.0,Northern Devon,All,All,All,All,bully,"
How often do you get physically bullied at school? By this we mean getting hit,
pushed around, threatened, or having belongings stolen."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[176, 196, 202, 197, 29]","[22.0, 24.5, 25.25, 24.625, 3.6249999999999996]",bully_other,800.0,Northern Devon,All,All,All,All,bully,"
How often do you get bullied in other ways at school? By this we mean insults,
slurs, name calling, threats, getting left out or excluded by others, or having
rumours spread about you on purpose."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[190, 215, 204, 187, 4]","[23.75, 26.875, 25.5, 23.375, 0.5]",bully_cyber,800.0,Northern Devon,All,All,All,All,bully,"
How often do you get cyber-bullied? By this we mean someone sending mean text
or online messages about you, creating a website making fun of you, posting
pictures that make you look bad online, or sharing them with others."
"[0, 1, nan]","['No', 'Yes', 'No response']","[391, 369, 40]","[48.875, 46.125, 5.0]",peer_talk,800.0,Northern Devon,All,All,All,All,talk,"
Talked about feeling down with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[74, 79, 89, 100, 27]","[20.05420054200542, 21.40921409214092, 24.119241192411923, 27.100271002710024, 7.317073170731707]",peer_talk_listen,369.0,Northern Devon,All,All,All,All,talk,"
Did you feel listened to when you spoke with... another person your age"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[122, 104, 126, 17]","[33.06233062330624, 28.184281842818425, 34.146341463414636, 4.607046070460704]",peer_talk_helpful,369.0,Northern Devon,All,All,All,All,talk,"
Did you receive advice that you found helpful from... another person your
age"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[95, 92, 99, 100, 5]","[24.296675191815854, 23.52941176470588, 25.31969309462916, 25.575447570332482, 1.278772378516624]",peer_talk_if,391.0,Northern Devon,All,All,All,All,talk,"
How would you feel about speaking with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[186, 208, 194, 185, 27]","[23.25, 26.0, 24.25, 23.125, 3.375]",accept_peer,800.0,Northern Devon,All,All,All,All,accept,"
Other people your age"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[73, 64, 78, 70, 89, 42]","[17.548076923076923, 15.384615384615385, 18.75, 16.826923076923077, 21.394230769230766, 10.096153846153847]",autonomy_pressure,416.0,Northern Devon,Year 8,All,All,All,autonomy,"
I feel pressured in my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[89, 86, 70, 91, 75, 5]","[21.394230769230766, 20.673076923076923, 16.826923076923077, 21.875, 18.028846153846153, 1.201923076923077]",autonomy_express,416.0,Northern Devon,Year 8,All,All,All,autonomy,"
I generally feel free to express my ideas and opinions"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[82, 69, 61, 88, 74, 42]","[19.71153846153846, 16.58653846153846, 14.663461538461538, 21.153846153846153, 17.78846153846154, 10.096153846153847]",autonomy_decide,416.0,Northern Devon,Year 8,All,All,All,autonomy,"
I feel like I am free to decide for myself how to live my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[82, 72, 63, 72, 79, 48]","[19.71153846153846, 17.307692307692307, 15.144230769230768, 17.307692307692307, 18.990384615384613, 11.538461538461538]",autonomy_told,416.0,Northern Devon,Year 8,All,All,All,autonomy,"
In my daily life I often have to do what I am told"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[76, 77, 73, 70, 80, 40]","[18.269230769230766, 18.509615384615387, 17.548076923076923, 16.826923076923077, 19.230769230769234, 9.615384615384617]",autonomy_myself,416.0,Northern Devon,Year 8,All,All,All,autonomy,"
I feel I can pretty much be myself in daily situations"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[69, 104, 71, 91, 77, 4]","[16.58653846153846, 25.0, 17.067307692307693, 21.875, 18.509615384615387, 0.9615384615384616]",autonomy_choice,416.0,Northern Devon,Year 8,All,All,All,autonomy,"
I have enough choice about how I spend my time"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely', 'No response']","[23, 38, 39, 45, 31, 37, 29, 31, 31, 39, 32, 41]","[5.528846153846153, 9.134615384615383, 9.375, 10.817307692307693, 7.451923076923077, 8.89423076923077, 6.971153846153847, 7.451923076923077, 7.451923076923077, 9.375, 7.6923076923076925, 9.85576923076923]",life_satisfaction,416.0,Northern Devon,Year 8,All,All,All,life_satisfaction,"
Overall, how satisfied are you with your life nowadays?"
"[1, 2, 3, 4, 5, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'No response']","[80, 69, 78, 74, 91, 24]","[19.230769230769234, 16.58653846153846, 18.75, 17.78846153846154, 21.875, 5.769230769230769]",optimism_future,416.0,Northern Devon,Year 8,All,All,All,optimism,"
I am optimistic about my future"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[90, 83, 82, 86, 75, 0]","[21.634615384615387, 19.951923076923077, 19.71153846153846, 20.673076923076923, 18.028846153846153, 0.0]",optimism_best,416.0,Northern Devon,Year 8,All,All,All,optimism,"
In uncertain times, I expect the best"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[71, 80, 91, 79, 94, 1]","[17.067307692307693, 19.230769230769234, 21.875, 18.990384615384613, 22.596153846153847, 0.2403846153846154]",optimism_good,416.0,Northern Devon,Year 8,All,All,All,optimism,"
I think good things are going to happen to me"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[96, 77, 79, 80, 78, 6]","[23.076923076923077, 18.509615384615387, 18.990384615384613, 19.230769230769234, 18.75, 1.4423076923076923]",optimism_work,416.0,Northern Devon,Year 8,All,All,All,optimism,"
I believe that things will work out, no matter how difficult they seem"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[87, 69, 86, 85, 76, 13]","[20.91346153846154, 16.58653846153846, 20.673076923076923, 20.432692307692307, 18.269230769230766, 3.125]",wellbeing_optimistic,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been feeling optimistic about the future"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[81, 74, 88, 76, 82, 15]","[19.471153846153847, 17.78846153846154, 21.153846153846153, 18.269230769230766, 19.71153846153846, 3.6057692307692304]",wellbeing_useful,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been feeling useful"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[78, 81, 61, 82, 81, 33]","[18.75, 19.471153846153847, 14.663461538461538, 19.71153846153846, 19.471153846153847, 7.9326923076923075]",wellbeing_relaxed,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been feeling relaxed"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[83, 60, 68, 82, 84, 39]","[19.951923076923077, 14.423076923076922, 16.346153846153847, 19.71153846153846, 20.192307692307693, 9.375]",wellbeing_problems,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been dealing with problems well"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[78, 75, 96, 87, 78, 2]","[18.75, 18.028846153846153, 23.076923076923077, 20.91346153846154, 18.75, 0.4807692307692308]",wellbeing_thinking,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been thinking clearly"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[86, 66, 83, 66, 82, 33]","[20.673076923076923, 15.865384615384615, 19.951923076923077, 15.865384615384615, 19.71153846153846, 7.9326923076923075]",wellbeing_close,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been feeling close to other people"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[92, 86, 74, 73, 80, 11]","[22.115384615384613, 20.673076923076923, 17.78846153846154, 17.548076923076923, 19.230769230769234, 2.644230769230769]",wellbeing_mind,416.0,Northern Devon,Year 8,All,All,All,wellbeing,"
I've been able to make up my own mind about things"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[99, 98, 92, 79, 48]","[23.798076923076923, 23.557692307692307, 22.115384615384613, 18.990384615384613, 11.538461538461538]",esteem_satisfied,416.0,Northern Devon,Year 8,All,All,All,esteem,"
On the whole, I am satisfied with myself"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[92, 114, 80, 90, 40]","[22.115384615384613, 27.403846153846157, 19.230769230769234, 21.634615384615387, 9.615384615384617]",esteem_qualities,416.0,Northern Devon,Year 8,All,All,All,esteem,"
I feel that I have a number of good qualities"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[92, 102, 102, 81, 39]","[22.115384615384613, 24.519230769230766, 24.519230769230766, 19.471153846153847, 9.375]",esteem_well,416.0,Northern Devon,Year 8,All,All,All,esteem,"
I am able to do things as well as most other people"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[97, 103, 92, 86, 38]","[23.317307692307693, 24.759615384615387, 22.115384615384613, 20.673076923076923, 9.134615384615383]",esteem_value,416.0,Northern Devon,Year 8,All,All,All,esteem,"
I am a person of value"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[100, 105, 102, 78, 31]","[24.03846153846154, 25.240384615384613, 24.519230769230766, 18.75, 7.451923076923077]",esteem_good,416.0,Northern Devon,Year 8,All,All,All,esteem,"
I feel good about myself"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[69, 87, 86, 90, 70, 14]","[16.58653846153846, 20.91346153846154, 20.673076923076923, 21.634615384615387, 16.826923076923077, 3.3653846153846154]",stress_control,416.0,Northern Devon,Year 8,All,All,All,stress,"
Felt you were unable to control the important things in your life"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[61, 78, 91, 84, 76, 26]","[14.663461538461538, 18.75, 21.875, 20.192307692307693, 18.269230769230766, 6.25]",stress_overcome,416.0,Northern Devon,Year 8,All,All,All,stress,"
Felt that difficulties were piling up so high that you could not overcome
them"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[80, 63, 85, 73, 72, 43]","[19.230769230769234, 15.144230769230768, 20.432692307692307, 17.548076923076923, 17.307692307692307, 10.336538461538462]",stress_confident,416.0,Northern Devon,Year 8,All,All,All,stress,"
Felt confident about your ability to handle your personal problems"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[75, 81, 83, 82, 74, 21]","[18.028846153846153, 19.471153846153847, 19.951923076923077, 19.71153846153846, 17.78846153846154, 5.048076923076923]",stress_way,416.0,Northern Devon,Year 8,All,All,All,stress,"
Felt that things were going your way"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'No response']","[34, 30, 32, 42, 30, 43, 25, 35, 46, 35, 34, 30, 0]","[8.173076923076923, 7.211538461538461, 7.6923076923076925, 10.096153846153847, 7.211538461538461, 10.336538461538462, 6.009615384615385, 8.413461538461538, 11.057692307692307, 8.413461538461538, 8.173076923076923, 7.211538461538461, 0.0]",appearance_happy,416.0,Northern Devon,Year 8,All,All,All,appearance,"
How happy are you with your appearance (the way that you look)?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'No response']","[78, 79, 64, 79, 67, 49]","[18.75, 18.990384615384613, 15.384615384615385, 18.990384615384613, 16.105769230769234, 11.778846153846153]",appearance_feel,416.0,Northern Devon,Year 8,All,All,All,appearance,"
My appearance affects how I feel about myself"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[134, 143, 131, 8]","[32.21153846153847, 34.375, 31.490384615384613, 1.9230769230769231]",negative_lonely,416.0,Northern Devon,Year 8,All,All,All,negative,"
I feel lonely"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[115, 139, 117, 45]","[27.64423076923077, 33.41346153846153, 28.125, 10.817307692307693]",negative_unhappy,416.0,Northern Devon,Year 8,All,All,All,negative,"
I am unhappy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[137, 136, 116, 27]","[32.93269230769231, 32.69230769230769, 27.884615384615387, 6.490384615384616]",negative_like,416.0,Northern Devon,Year 8,All,All,All,negative,"
Nobody likes me"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[130, 117, 146, 23]","[31.25, 28.125, 35.09615384615385, 5.528846153846153]",negative_cry,416.0,Northern Devon,Year 8,All,All,All,negative,"
I cry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[129, 132, 141, 14]","[31.009615384615387, 31.73076923076923, 33.894230769230774, 3.3653846153846154]",negative_school,416.0,Northern Devon,Year 8,All,All,All,negative,"
I worry when I am at school"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[140, 151, 118, 7]","[33.65384615384615, 36.29807692307692, 28.365384615384613, 1.6826923076923077]",negative_worry,416.0,Northern Devon,Year 8,All,All,All,negative,"
I worry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[134, 139, 131, 12]","[32.21153846153847, 33.41346153846153, 31.490384615384613, 2.8846153846153846]",negative_sleep,416.0,Northern Devon,Year 8,All,All,All,negative,"
I have problems sleeping"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[132, 130, 108, 46]","[31.73076923076923, 31.25, 25.961538461538463, 11.057692307692307]",negative_wake,416.0,Northern Devon,Year 8,All,All,All,negative,"
I wake up in the night"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[117, 131, 146, 22]","[28.125, 31.490384615384613, 35.09615384615385, 5.288461538461538]",negative_shy,416.0,Northern Devon,Year 8,All,All,All,negative,"
I am shy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[148, 133, 129, 6]","[35.57692307692308, 31.971153846153843, 31.009615384615387, 1.4423076923076923]",negative_scared,416.0,Northern Devon,Year 8,All,All,All,negative,"
I feel scared"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[80, 96, 71, 80, 82, 7]","[19.230769230769234, 23.076923076923077, 17.067307692307693, 19.230769230769234, 19.71153846153846, 1.6826923076923077]",lonely,416.0,Northern Devon,Year 8,All,All,All,lonely,"
How often do you feel lonely?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[101, 87, 82, 118, 28]","[24.278846153846153, 20.91346153846154, 19.71153846153846, 28.365384615384613, 6.730769230769231]",support_ways,416.0,Northern Devon,Year 8,All,All,All,support,"
I have ways to support myself (e.g. to cope, or help myself feel better)"
