variable,mean,count,msoa,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
negative_score,9.38888888888889,18.0,Torridge 006,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.6578947368421053,38.0,Torridge 006,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,below,Loneliness,"
How often young people feel lonely"
support_score,4.675675675675675,37.0,Torridge 006,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5128205128205128,39.0,Torridge 006,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,average,Sleep,"
How much sleep young people get"
physical_score,291.2903225806452,31.0,Torridge 006,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,above,Physical activity,"
How physically active young people are"
free_like_score,2.9210526315789473,38.0,Torridge 006,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,average,Free time,"
How often young people can do things that they like in their free time"
media_score,4.473684210526316,38.0,Torridge 006,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.641025641025641,39.0,Torridge 006,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.3981481481481484,27.0,Torridge 006,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.3676470588235294,34.0,Torridge 006,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,below,NULL,NULL
peer_talk_score,2.5067567567567566,37.0,Torridge 006,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,average,NULL,NULL
talk_score,7.454545454545454,22.0,Torridge 006,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.205882352941176,34.0,Torridge 006,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.8055555555555554,36.0,Torridge 006,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.40625,32.0,Torridge 006,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,11.275862068965518,29.0,Torridge 006,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,below,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.25,36.0,Torridge 006,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,15.354166666666671,16.0,Torridge 006,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0256410256410255,39.0,Torridge 006,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.1666666666666665,36.0,Torridge 006,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.3333333333333333,33.0,Torridge 006,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,6.96875,16.0,Torridge 006,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.3783783783783785,37.0,Torridge 006,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,11.827586206896552,29.0,Torridge 006,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.444444444444445,36.0,Torridge 006,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,NULL,NULL,Torridge 007,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,nan,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,NULL,NULL,Torridge 007,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,nan,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,NULL,NULL,Torridge 007,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,nan,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,NULL,NULL,Torridge 007,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,nan,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,NULL,NULL,Torridge 007,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,nan,Self-esteem,"
How much young people value themselves"
stress_score,NULL,NULL,Torridge 007,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,nan,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,NULL,NULL,Torridge 007,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,nan,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,NULL,NULL,Torridge 007,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,nan,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,NULL,NULL,Torridge 007,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,nan,Loneliness,"
How often young people feel lonely"
support_score,NULL,NULL,Torridge 007,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,nan,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,NULL,NULL,Torridge 007,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,nan,Sleep,"
How much sleep young people get"
physical_score,NULL,NULL,Torridge 007,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,nan,Physical activity,"
How physically active young people are"
free_like_score,NULL,NULL,Torridge 007,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,nan,Free time,"
How often young people can do things that they like in their free time"
media_score,NULL,NULL,Torridge 007,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,nan,Social media use,"
How much time young people spend on social media"
places_score,NULL,NULL,Torridge 007,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,nan,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,NULL,NULL,Torridge 007,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,nan,NULL,NULL
home_talk_score,NULL,NULL,Torridge 007,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,nan,NULL,NULL
peer_talk_score,NULL,NULL,Torridge 007,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,nan,NULL,NULL
talk_score,NULL,NULL,Torridge 007,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,nan,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,NULL,NULL,Torridge 007,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,nan,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,NULL,NULL,Torridge 007,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,nan,School connection,"
Feelings of belonging at school"
staff_relationship_score,NULL,NULL,Torridge 007,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,nan,Support from staff,"
The support received from adults at school"
home_relationship_score,NULL,NULL,Torridge 007,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,nan,Support from parents/carers,"
The support received from adults at home"
home_happy_score,NULL,NULL,Torridge 007,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,nan,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,NULL,NULL,Torridge 007,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,nan,Local environment,"
How young people feel regarding the area where they live"
discrim_score,NULL,NULL,Torridge 007,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,nan,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,NULL,NULL,Torridge 007,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,nan,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,NULL,NULL,Torridge 007,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,nan,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,Torridge 007,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,NULL,NULL,Torridge 007,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,nan,Climate change,"
Worries regarding climate change"
social_score,NULL,NULL,Torridge 007,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,nan,Support from friends,"
The support young people receive from their peers"
bully_score,NULL,NULL,Torridge 007,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,nan,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.526315789473685,19.0,Torridge 008,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.620689655172414,29.0,Torridge 008,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.516129032258064,31.0,Torridge 008,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,below,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,19.68421052631579,19.0,Torridge 008,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,below,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,11.846153846153847,13.0,Torridge 008,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,below,Self-esteem,"
How much young people value themselves"
stress_score,6.96,25.0,Torridge 008,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,below,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,5.448275862068965,29.0,Torridge 008,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.875,16.0,Torridge 008,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.34375,32.0,Torridge 008,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.931034482758621,29.0,Torridge 008,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.7241379310344828,29.0,Torridge 008,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,above,Sleep,"
How much sleep young people get"
physical_score,222.22222222222223,27.0,Torridge 008,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,average,Physical activity,"
How physically active young people are"
free_like_score,3.225806451612903,31.0,Torridge 008,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,average,Free time,"
How often young people can do things that they like in their free time"
media_score,3.90625,32.0,Torridge 008,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.28125,32.0,Torridge 008,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,below,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.611111111111111,27.0,Torridge 008,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.5625,28.0,Torridge 008,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,average,NULL,NULL
peer_talk_score,2.875,30.0,Torridge 008,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,above,NULL,NULL
talk_score,7.670454545454546,22.0,Torridge 008,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,9.964285714285714,28.0,Torridge 008,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.925925925925926,27.0,Torridge 008,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.333333333333334,24.0,Torridge 008,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,10.8,25.0,Torridge 008,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,below,Support from parents/carers,"
The support received from adults at home"
home_happy_score,3.7419354838709675,31.0,Torridge 008,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,below,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,13.616666666666656,20.0,Torridge 008,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,below,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.03125,32.0,Torridge 008,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.2333333333333334,30.0,Torridge 008,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.28,25.0,Torridge 008,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.433333333333334,15.0,Torridge 008,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.125,32.0,Torridge 008,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,below,Climate change,"
Worries regarding climate change"
social_score,11.541666666666666,24.0,Torridge 008,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.866666666666666,30.0,Torridge 008,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,above,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.0,22.0,Torridge 009,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.333333333333333,36.0,Torridge 009,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,below,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.63888888888889,36.0,Torridge 009,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,above,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,20.724137931034484,29.0,Torridge 009,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.0,26.0,Torridge 009,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,average,Self-esteem,"
How much young people value themselves"
stress_score,8.166666666666666,36.0,Torridge 009,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,6.0,39.0,Torridge 009,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,above,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.052631578947368,19.0,Torridge 009,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,below,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.1904761904761907,42.0,Torridge 009,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.9743589743589745,39.0,Torridge 009,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.375,40.0,Torridge 009,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,below,Sleep,"
How much sleep young people get"
physical_score,272.57142857142856,35.0,Torridge 009,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,average,Physical activity,"
How physically active young people are"
free_like_score,3.1904761904761907,42.0,Torridge 009,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,average,Free time,"
How often young people can do things that they like in their free time"
media_score,4.075,40.0,Torridge 009,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.619047619047619,42.0,Torridge 009,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.4027777777777777,36.0,Torridge 009,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.4935897435897436,39.0,Torridge 009,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,average,NULL,NULL
peer_talk_score,2.25,35.0,Torridge 009,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,below,NULL,NULL
talk_score,7.120689655172414,29.0,Torridge 009,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,below,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.485714285714286,35.0,Torridge 009,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.026315789473684,38.0,Torridge 009,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.342857142857143,35.0,Torridge 009,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,10.93939393939394,33.0,Torridge 009,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,below,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.325,40.0,Torridge 009,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.393939393939394,22.0,Torridge 009,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0238095238095237,42.0,Torridge 009,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.3783783783783785,37.0,Torridge 009,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.17857142857142858,28.0,Torridge 009,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,below,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.214285714285714,21.0,Torridge 009,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.5714285714285716,42.0,Torridge 009,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.23076923076923,26.0,Torridge 009,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.45,40.0,Torridge 009,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
